anio,unidad,ingresos_totales,gastos_personal,liquidez,dias_efectivo,cfo,participacion_ley30,participacion_regalias,participacion_servicios,participacion_matriculas,hhi_fuentes,endeudamiento,tendencia_ingresos,gp_ratio,label,cluster_kmeans,cluster_dbscan,cluster_subtractive,cluster_fcm,fcm_mu_cluster_0,fcm_mu_cluster_1,fcm_mu_cluster_2,fcm_mu_cluster_3,fcm_mu_cluster_4,fcm_mu_cluster_5,fcm_mu_cluster_6,fcm_mu_cluster_7,fcm_mu_cluster_8,fcm_mu_cluster_9,fcm_mu_cluster_10,fcm_mu_cluster_11,fcm_mu_cluster_12,fcm_mu_cluster_13,fcm_mu_cluster_14,fcm_mu_cluster_15,fcm_mu_cluster_16,fcm_mu_cluster_17,fcm_mu_cluster_18,fcm_mu_cluster_19,fcm_mu_cluster_20,fcm_mu_cluster_21,fcm_mu_cluster_22,fcm_mu_cluster_23,fcm_mu_cluster_24,fcm_mu_cluster_25,fcm_mu_cluster_26,fcm_mu_cluster_27,fcm_mu_cluster_28,fcm_mu_cluster_29,fcm_mu_cluster_30,fcm_mu_cluster_31,fcm_mu_cluster_32,fcm_mu_cluster_33,fcm_mu_cluster_34,fcm_mu_cluster_35,fcm_mu_cluster_36,fcm_mu_cluster_37,fcm_mu_cluster_38,fcm_mu_cluster_39,fcm_mu_cluster_40,fcm_mu_cluster_41,fcm_mu_cluster_42,fcm_mu_cluster_43,fcm_mu_cluster_44,fcm_mu_cluster_45,fcm_mu_cluster_46,fcm_mu_cluster_47,fcm_mu_cluster_48,fcm_mu_cluster_49,fcm_mu_cluster_50,fcm_mu_cluster_51,fcm_mu_cluster_52,fcm_mu_cluster_53,fcm_mu_cluster_54,fcm_mu_cluster_55,fcm_mu_cluster_56,fcm_mu_cluster_57,fcm_mu_cluster_58,fcm_mu_cluster_59,fcm_mu_cluster_60,fcm_mu_cluster_61,fcm_mu_cluster_62,fcm_mu_cluster_63,fcm_mu_cluster_64,fcm_mu_cluster_65,fcm_mu_cluster_66,fcm_mu_cluster_67,fcm_mu_cluster_68,fcm_mu_cluster_69,fcm_mu_cluster_70,fcm_mu_cluster_71,fcm_mu_cluster_72,fcm_mu_cluster_73,fcm_mu_cluster_74,fcm_mu_cluster_75,fcm_mu_cluster_76,fcm_mu_cluster_77,fcm_mu_cluster_78,fcm_mu_cluster_79
2018,Medicina,199304513538.58585,111053045216.63382,1.5604910671884882,88.05506041460558,-38417592441.7319,0.377530495843424,0.0668527596273845,0.2136781218145182,0.2270364308733842,0.2574049611374159,0.3076026277294317,0.063090051305646,0.5572028613146972,1,1,-1,41,41,1.491134204674151e-33,2.0298805561333087e-33,2.087908809744242e-33,1.3898433508414839e-33,9.479906098858714e-34,1.8579504269917108e-33,1.4074937577606108e-33,1.5171301888292505e-33,1.5279796603665743e-33,1.1954126638150905e-33,1.432344397381672e-33,1.0815491255041605e-33,2.023808570310758e-33,1.4229633990057433e-33,1.0170692085082983e-33,1.0899114635607138e-33,1.4453043143080965e-33,1.1193871646947071e-33,1.0901086639159484e-33,7.364968581451896e-34,8.736513668129119e-34,2.158771802162448e-33,1.3859767968535034e-33,1.2646838926158243e-33,1.778771374940778e-33,1.3826242555070243e-33,1.5370858935674668e-33,1.2345368029007604e-33,9.12521298796002e-34,1.3631386958167938e-33,1.6261403864422178e-33,1.2639721093736051e-33,1.1700640486058846e-33,1.321251467139853e-33,7.330987037240733e-34,1.808457665471216e-33,1.6531808355275114e-33,1.1514189940250196e-33,2.7690009063358076e-33,1.5515825434351277e-33,1.2055857464135725e-33,1.0,1.4009448795774556e-33,8.930083970247845e-34,1.4909149450874973e-33,1.782641416300258e-33,1.4003011195440904e-33,1.2949791710224655e-33,1.751450050581501e-33,1.042355271698696e-33,1.3189696518408675e-33,1.4274728052909222e-33,1.1399770930414575e-33,1.0030573813776227e-33,1.1177842909616446e-33,1.2846805163794252e-33,1.97161400168549e-33,1.3396110632401531e-33,1.3075196654556056e-33,1.2281008805331096e-33,4.0442053932690714e-33,1.2439220810926292e-33,1.963098675651673e-33,1.3387319985428357e-33,1.3527252488791952e-33,1.5749340694113278e-33,1.4584680010101872e-33,2.256780378223286e-33,2.198613148167259e-33,1.544139610251638e-33,2.2345873873025e-33,1.9016208640224096e-33,1.1148072627413958e-33,1.348044107475099e-33,1.3341275726431847e-33,1.679738852408419e-33,1.7388821856209288e-33,2.580414996746124e-33,1.5881123225031164e-33,1.6197085914317848e-33
2019,Medicina,203468021465.96655,105382682553.07584,1.3727182677372065,153.77592470398332,-34554950471.16929,0.2676821219631379,0.0524850017803614,0.1510137510670625,0.2009287376513052,0.2450980106959715,,0.0310249050354173,0.517932409200248,1,1,-1,38,38,2.1069558010367526e-33,1.7797095351250352e-33,2.1845435548524368e-33,1.751950477211135e-33,1.1509986363626502e-33,1.8529064431480475e-33,1.2889626250834275e-33,1.3675491111419727e-33,1.307854894820392e-33,1.54391727351534e-33,1.2898362945347819e-33,1.0572452831908667e-33,2.1592008737173725e-33,1.0302217795322929e-33,1.1849747398452867e-33,1.4845180379922721e-33,2.0016345074630938e-33,1.400345234565343e-33,9.721561432116605e-34,7.418407383138756e-34,1.1767291320382263e-33,2.3006782738717475e-33,1.012697561951462e-33,1.095238306538961e-33,1.4514523931395806e-33,1.2459799721718956e-33,1.249551312398481e-33,1.0196049287433523e-33,1.0566780319836244e-33,9.967701800781778e-34,1.4416141912434482e-33,1.8942338632117858e-33,1.9396701000211815e-33,9.2803033489088e-34,1.0404687465847945e-33,2.1962237782974126e-33,1.7656910178636387e-33,1.2429966415507737e-33,1.0,1.5790286566925924e-33,1.4984124440056725e-33,2.7690009063358076e-33,1.5171077939189528e-33,9.874769182096044e-34,1.3750435944247622e-33,1.4270977240186411e-33,1.185116908626349e-33,1.1805157164000039e-33,1.0759492138348402e-33,9.680920377560463e-34,1.4869388841195767e-33,1.539791608531108e-33,1.5702267704841075e-33,9.073527503209788e-34,9.18355741427775e-34,1.420082992407715e-33,1.2795212632958073e-33,1.3613199646178262e-33,1.0730083398481851e-33,1.5362583293410825e-33,3.860539926510396e-33,1.1815460854669552e-33,1.4100319570277488e-33,1.2802589610571003e-33,1.2311227317727386e-33,1.1781544853200096e-33,1.2151373968292543e-33,1.3488718967767577e-33,1.3912870520717469e-33,1.650546600357266e-33,2.6520550485641076e-33,1.5271478450188758e-33,1.4772259354239462e-33,1.0640304566858814e-33,1.1515531405914817e-33,1.7353178757189854e-33,1.738130824994227e-33,2.2038854858114274e-33,1.6913270115175693e-33,1.5456299102046843e-33
2020,Medicina,213352103068.13354,101817971855.50555,1.3286870546908065,101.40724576497723,11599844276.91916,0.3158685807796488,0.0628485117002587,0.2470615648598836,0.2336039481414573,0.2391063688062204,0.3551725700955103,0.0251173665963026,0.4772297549042215,0,1,-1,2,2,2.5636732592888923e-33,2.922189333656192e-33,1.0,3.249089673278816e-33,1.660934007226692e-33,3.436960793593827e-33,1.6602014993603134e-33,2.692726969697389e-33,2.2239092834028262e-33,2.632225460907171e-33,3.1277114108646764e-33,2.082311911091409e-33,1.7816125948254372e-33,2.195970228600358e-33,1.972006528073406e-33,3.67584463290743e-33,2.8354026341524214e-33,1.021774865780073e-33,1.3426356647610729e-33,7.536690832151471e-34,1.0300660749036853e-33,1.566198432668759e-33,1.8532497580958938e-33,1.4100442193326255e-33,2.0333831352880452e-33,1.6425151799973136e-33,2.0425190686111195e-33,1.4816064728886168e-33,1.4080701649107229e-33,1.9095264286934197e-33,2.881514609127307e-33,2.730671989784398e-33,2.6954095629750267e-33,1.7855046025685422e-33,2.202971430234556e-33,1.9104605051939658e-33,4.183696577059631e-33,1.794070250871252e-33,2.1845435548524368e-33,1.6565380754801465e-33,1.9993556751980332e-33,2.087908809744242e-33,1.8565887180082094e-33,1.8549848862944254e-33,1.7227395931716192e-33,1.9079223719092324e-33,3.0381388007820832e-33,1.7406982570137213e-33,2.240312388693681e-33,1.9458847180300473e-33,2.4090918420443083e-33,1.7545160115897838e-33,2.945303553300539e-33,1.5677294518182922e-33,2.645608151498994e-33,2.0150172030771632e-33,2.767553405374509e-33,2.724157052161668e-33,1.8609321134685258e-33,3.1678208613647566e-33,2.433472797430327e-33,2.129366072790795e-33,2.3337163498511483e-33,2.1491633447858246e-33,1.666938859061928e-33,1.9531769644538277e-33,2.4763950792575518e-33,2.958619286109458e-33,3.604168709654607e-33,2.0593902971402654e-33,6.902151463532597e-33,3.016682258777474e-33,2.1170482858228715e-33,2.2147151241002078e-33,1.8137022471027722e-33,2.3115829994702346e-33,2.3340739526238694e-33,9.577261779092464e-33,2.522661049100007e-33,2.819805994594717e-33
2021,Medicina,205408116813.39505,104298008928.68416,1.344373829568653,73.14181527987816,9381915731.874828,0.4109517340542251,0.053522804324293,0.2105851570753166,0.1439996572076335,0.2695675458205497,0.3021810432200972,0.023350114119429,0.5077599198450111,1,1,-1,68,68,1.772669190125512e-33,2.363832346661834e-33,3.604168709654607e-33,1.752787274063329e-33,1.5075845420913575e-33,2.8848316647236125e-33,1.3000636773729097e-33,7.110288056252384e-33,4.4366145687133304e-33,1.3637456088292305e-33,2.1973364171734024e-33,1.5543111774874464e-33,1.1919835792566346e-33,1.7330985638413908e-33,1.422393222640859e-33,1.6125920636189322e-33,2.455156771532234e-33,1.5571052187440433e-33,1.3932066420435574e-33,9.785401713394582e-34,1.2470738879590257e-33,1.4111398910463497e-33,3.086246990152011e-33,1.4692709302510312e-33,2.2054701014408994e-33,2.875562647196215e-33,2.000947239387082e-33,1.90750922260951e-33,1.2867199934419385e-33,1.7976173878012537e-33,2.0731799725042092e-33,2.7560219642649968e-33,1.3457264053482363e-33,1.4043474471819275e-33,1.5038130473698367e-33,1.5307369208240122e-33,2.686536947954611e-33,1.570267598302295e-33,1.3912870520717469e-33,1.671843977321147e-33,3.294888605288589e-33,2.198613148167259e-33,2.5357468471208342e-33,1.1859788466930425e-33,2.487786881041476e-33,4.313619425463217e-33,2.4420157808379782e-33,1.803497995447363e-33,1.6711499258275912e-33,2.3344053945246627e-33,1.6809334835684417e-33,2.4531315519277342e-33,1.445886222451848e-33,1.1305368502694228e-33,3.0102280428766774e-33,1.6505132673831595e-33,1.9340746068548496e-33,2.216821386995833e-33,2.7882019517919064e-33,1.931103562339655e-33,1.5110020185078245e-33,1.9204907155576026e-33,2.0835953702677308e-33,1.4575226712006904e-33,4.748914874308432e-33,2.858202347418955e-33,7.200691304758602e-33,3.433358715786597e-33,1.0,1.5588545597045212e-33,3.491639978364649e-33,2.0452844965814174e-33,1.2141399256526582e-33,2.0826217355696167e-33,2.2812306871170765e-33,2.1733272012230146e-33,2.70330942485412e-33,4.430252229319204e-33,1.9834954362539476e-33,2.3146788196997008e-33
2022,Medicina,219942081545.07343,112454236178.04152,1.4239169934473823,93.89070144162308,5072752368.569382,0.3537981696501488,0.0402639222141935,0.2229645566947353,0.2497616434804333,0.2566337595137436,,0.0158366694560678,0.511290224172021,0,1,-1,77,77,2.024658304776933e-33,3.248180112530996e-33,9.577261779092464e-33,2.0810558409777088e-33,1.5115291699006264e-33,2.847824865360819e-33,1.6565874867176036e-33,3.453501862984842e-33,3.134611630021566e-33,1.803878437177712e-33,2.3878501038252596e-33,1.2569037411216837e-33,1.7008809007617386e-33,3.0029777698393645e-33,1.4418242010827826e-33,2.1076731893397885e-33,2.4349919612630612e-33,1.1818707004196695e-33,1.841508350823062e-33,8.574930993906846e-34,1.1038055845368177e-33,1.9897897816605718e-33,1.9004236382782866e-33,1.7243061262536777e-33,2.7804186625577583e-33,1.9543535823290256e-33,1.811650642786405e-33,1.9368379748952704e-33,1.2777840293636493e-33,1.894443157670562e-33,2.9953611518475752e-33,2.481204856912898e-33,2.9723930346467412e-33,1.3784532073074192e-33,1.7803173261033664e-33,1.6820518993765634e-33,3.3999999701910194e-33,2.4021049411626033e-33,2.2038854858114274e-33,1.4745235609927048e-33,2.312049929298824e-33,2.580414996746124e-33,1.702881043491608e-33,1.305013857907141e-33,1.5967799860145027e-33,2.02199591042259e-33,3.296680348037517e-33,2.020508498425116e-33,1.925976229369733e-33,1.888739285097873e-33,1.767479039373413e-33,1.949042028929375e-33,1.9910379892348815e-33,1.3422785689250223e-33,2.5459336557585646e-33,2.3204429534440194e-33,2.0660082464782315e-33,1.6958520131866257e-33,3.5628840820710276e-33,2.186147251448656e-33,3.4479624430030366e-33,2.007671283122541e-33,1.968902923280287e-33,1.4356623981713324e-33,1.697716603479353e-33,1.776961741718579e-33,2.5050972558635044e-33,3.27180231516732e-33,4.430252229319204e-33,1.989474942036711e-33,5.0634245286260915e-33,2.287478819632545e-33,1.4808094757518615e-33,1.9911993204475024e-33,1.8486943286014808e-33,2.3656948441792126e-33,2.6271538113218816e-33,1.0,1.9395845651593446e-33,2.2817400306922226e-33
2023,Medicina,226967211800.29883,116819944009.94148,1.215764469362682,117.93684594000516,6673953786.896633,0.3330025364040417,0.0675384022887526,0.1640652199427213,0.2115931213893719,0.2372279327107722,0.3035371306926688,0.0622672437087771,0.514699647950593,0,1,-1,70,70,2.0320062682361622e-33,2.583289598489448e-33,6.902151463532597e-33,2.3567339902005435e-33,1.4781763759775492e-33,2.740959926699747e-33,1.5843366061528222e-33,3.054842794391397e-33,2.1349848920592583e-33,2.1771001526715907e-33,2.0890607608960692e-33,1.583012766908788e-33,2.117362770464596e-33,1.385257627971059e-33,1.192594573165737e-33,2.4272574820124583e-33,5.0601413655657776e-33,1.0419028642641794e-33,1.1054805953146382e-33,7.576625164590269e-34,1.2374650238320012e-33,1.662378621056445e-33,1.7370492889804145e-33,1.7164358973767594e-33,2.6426635131732442e-33,1.8293547355004353e-33,1.450108959317464e-33,1.3088075625120236e-33,1.6293373990510943e-33,1.3219074565919367e-33,1.675175038440103e-33,2.331366028524606e-33,2.7035465105509318e-33,1.3634042404764426e-33,2.0402174429169665e-33,1.5363818515952027e-33,3.787407856459087e-33,1.6216267648372275e-33,2.6520550485641076e-33,2.001620031514812e-33,2.0067888373823174e-33,2.2345873873025e-33,2.0528194541667657e-33,1.2068363376613165e-33,2.3391209358909138e-33,3.0383850615214008e-33,1.9627027574723626e-33,1.7441236663933948e-33,1.3294913229579353e-33,1.4594903805736106e-33,2.295054942863733e-33,2.0461561116244507e-33,2.561239446696646e-33,1.1388875551813903e-33,1.8509139015805137e-33,2.0403053877740682e-33,2.1613507983164884e-33,2.0597911570941337e-33,2.028122090636445e-33,2.1831848624584406e-33,1.8180043868721216e-33,1.7494706213241888e-33,2.502514620757687e-33,1.7916267674042205e-33,1.718134743881042e-33,1.600568071723284e-33,2.2039451654252623e-33,2.9140144315113525e-33,3.491639978364649e-33,1.8864802033364648e-33,1.0,1.7924783602435576e-33,1.3249217768162659e-33,1.3554444493198669e-33,1.470087797116723e-33,2.3128063382590578e-33,2.3229489192357794e-33,5.0634245286260915e-33,2.805815670483807e-33,2.223700539328339e-33
2024,Medicina,242257334983.92548,131715191006.79236,1.4320455232740643,84.48645505620004,14242864505.89658,0.3680534178823241,0.0580263060638097,0.2092508477518054,0.1090491458697459,0.2598497329008183,,0.0004268850698595,0.5436994963043413,0,1,-1,7,7,1.415111734304687e-33,1.9808715379609338e-33,2.692726969697389e-33,1.6470523519335432e-33,1.6048641066353867e-33,1.9689585274005878e-33,1.297981957034414e-33,1.0,3.1079107288134986e-33,1.1374524799003728e-33,1.738092560632004e-33,1.1694293294736973e-33,1.6016511529771735e-33,1.5988801474852234e-33,1.0924236388466526e-33,1.4196672049385854e-33,3.0861137661917165e-33,1.3576465885274012e-33,1.621993130513366e-33,9.984512753942482e-34,1.4676642591741349e-33,1.4754069613052946e-33,2.6875362276614952e-33,1.922699046268829e-33,1.7177388310938038e-33,1.6386913032969564e-33,1.2750333670143835e-33,1.3377776393123171e-33,1.568564188093934e-33,1.1673636703504734e-33,1.2679848721565456e-33,2.098380603030924e-33,1.4910564250721527e-33,1.1058739546336193e-33,1.9961471537177577e-33,1.472738158283835e-33,2.3635475056977943e-33,2.839891292356617e-33,1.3675491111419727e-33,1.5002602479397688e-33,2.484941966951198e-33,1.5171301888292505e-33,2.696577147401845e-33,1.228599027077319e-33,3.0338766972410578e-33,5.304703951178471e-33,2.1805327794139894e-33,1.211900267064088e-33,1.4994537607003005e-33,2.7631260205961425e-33,1.0682003250398367e-33,1.9944532528764356e-33,2.1630185578895372e-33,1.163400834599404e-33,4.1938955709308205e-33,1.945484036119906e-33,1.3893594372183433e-33,1.4721676190553141e-33,4.713338181915429e-33,1.5968518986713636e-33,1.3015955366222522e-33,1.925149416681111e-33,1.4350439475859214e-33,1.0855563658892378e-33,2.7003182511048647e-33,1.617552250696703e-33,4.5670461505404014e-33,2.5667753123217443e-33,7.110288056252384e-33,1.4346852223659791e-33,3.054842794391397e-33,1.601247521624665e-33,1.0911450270633044e-33,1.8913816459609736e-33,1.9414605877615363e-33,1.7772312834377585e-33,2.600315941822586e-33,3.453501862984842e-33,1.8715593666780385e-33,1.6957281512195656e-33
2025,Medicina,226558438857.7636,135709437241.02762,1.3788478052116755,53.14624529495305,16366613447.016373,0.3538406491234805,0.0249785930161526,0.1867071516490306,0.1814376201001567,0.2576335158129526,0.4466296191221492,0.0205811025959765,0.5990041153409775,1,1,-1,58,58,1.1804505589730644e-33,1.6417538866117502e-33,1.8609321134685258e-33,1.2378826298939513e-33,1.372704693449775e-33,1.587006222655821e-33,1.5657108792970255e-33,4.713338181915429e-33,1.9241335914311464e-33,8.982747743993564e-34,1.5782794572161073e-33,7.6859161549796414e-34,1.2631971597338573e-33,1.7500744043966102e-33,9.090944098274026e-34,1.0060112103573851e-33,1.5783383089427154e-33,9.67410904172292e-34,2.4098638567728378e-33,1.0550945901209515e-33,1.0839929085962147e-33,1.6862365534011786e-33,1.6266564452172045e-33,2.826624861516517e-33,1.8163310694715467e-33,1.3340702714260608e-33,9.075951160297921e-34,1.5932875268442905e-33,1.3045439770683648e-33,1.0511357311882021e-33,1.0884971353264426e-33,1.5151943286388774e-33,1.9114681355728462e-33,1.0466260854116211e-33,1.3286978826550281e-33,1.1185449853509197e-33,1.4769988898043492e-33,3.142352581361099e-33,1.0730083398481851e-33,1.1271354886689917e-33,1.779291273930051e-33,1.3075196654556056e-33,1.4177056380441518e-33,1.0102682735924426e-33,1.8856733443023398e-33,1.8477024804951815e-33,1.775180226825755e-33,1.5366631424935408e-33,1.1353565459989187e-33,1.953030941350402e-33,8.864125909320569e-34,1.8029963761882363e-33,1.4393251210342737e-33,1.0315952980282721e-33,2.2810112926692902e-33,2.4937390568624378e-33,1.287307015344577e-33,9.577801189893678e-34,1.0,1.0792663630134125e-33,1.4038541108148662e-33,1.5447236471401116e-33,1.157626625813286e-33,9.06750705413762e-34,1.3327110574744226e-33,1.1507908876399638e-33,2.0769916989304097e-33,2.6248947102708197e-33,2.7882019517919064e-33,1.4676898210966184e-33,2.028122090636445e-33,1.1285897958114824e-33,8.238299910115328e-34,1.5422703827179505e-33,1.718817976566836e-33,1.718548914253113e-33,1.840958711698006e-33,3.5628840820710276e-33,1.5614889907833283e-33,1.4689232776975145e-33
2016,Derecho,67566651177.97894,32202890885.50818,1.260682833461194,90.11801152544416,6414645943.038824,0.2278462107060342,0.032392973526914,0.3049029496123625,0.1524580587014578,0.2489221200619721,0.3434859235085126,0.0216659073405547,0.4766092491498767,0,0,-1,14,14,3.738485706248989e-33,1.530369400551159e-33,1.972006528073406e-33,2.3069002476113703e-33,1.9421161757679027e-33,2.6134474442036996e-33,1.7296820968635214e-33,1.0924236388466526e-33,1.060912466970517e-33,2.0662335356413024e-33,4.10081900894747e-33,1.6393662282111135e-33,8.298466713015858e-34,1.0776464464296455e-33,1.0,1.4688368035084973e-33,1.22267516371658e-33,9.944314144942386e-34,1.3681169790507421e-33,9.374238043684235e-34,9.274063294505477e-34,1.4336859874062058e-33,1.091269897575211e-33,8.199396886129838e-34,1.0798478408604185e-33,1.3936690253363352e-33,1.62463498081083e-33,1.2447863303231713e-33,9.545046778919514e-34,2.1902715026922917e-33,1.5497642454239208e-33,1.9361706141772358e-33,1.2557430649923365e-33,1.6364860359222116e-33,9.8441373789958e-34,2.1932812555424136e-33,1.774235702724789e-33,9.09085758376913e-34,1.1849747398452867e-33,1.3938051447703769e-33,1.8877178125921594e-33,1.0170692085082983e-33,1.842948243090534e-33,2.0039770057629266e-33,1.2618644785287836e-33,9.511778508132319e-34,1.0769807822525545e-33,1.914314186075845e-33,1.3137865947800792e-33,1.4834965370382523e-33,2.3386799060020998e-33,1.628090453038235e-33,1.3713972017606542e-33,1.3113941034501495e-33,1.0258541067644961e-33,1.5754136839294276e-33,1.8337632372368464e-33,3.288942340259899e-33,9.090944098274026e-34,2.5884947286557898e-33,1.3616284486380453e-33,1.6950084591928567e-33,1.6235290445740534e-33,3.791362272222101e-33,1.599557433779423e-33,1.739241019064301e-33,1.5234057851469988e-33,1.748167768981429e-33,1.422393222640859e-33,2.0108299316819677e-33,1.192594573165737e-33,1.8615966481948195e-33,2.4708361017440486e-33,3.162229250298326e-33,2.8809092949210827e-33,1.75962705453124e-33,1.6487474573557547e-33,1.4418242010827826e-33,2.2307140250391083e-33,3.21798756744309e-33
2017,Derecho,73914828634.95139,39282645810.6814,1.8947014784517051,98.95850868404072,18654257386.51001,0.3544521721207054,0.0383636175341876,0.2652153110067321,0.2279995059433045,0.2624200680050245,0.2528482425967379,,0.5314582545363055,0,0,-1,29,29,2.354491949069928e-33,2.8564269915238545e-33,1.9095264286934197e-33,1.8255503527844434e-33,1.0267568787957624e-33,2.700113684637395e-33,1.5235095489226972e-33,1.1673636703504734e-33,1.4037254360461277e-33,1.539201247158782e-33,1.9064917123619474e-33,1.239325192913282e-33,7.529042061135136e-34,2.1787562077571872e-33,2.1902715026922917e-33,1.43894183254331e-33,1.3582318229034133e-33,8.579965238815341e-34,1.475846635788428e-33,8.59652685423284e-34,8.51914170069855e-34,1.0891210752339981e-33,1.1228429714668306e-33,9.250626582027354e-34,1.7725257105638477e-33,1.7296827334643546e-33,3.361073482701345e-33,1.3741883320038239e-33,6.684320964685936e-34,1.0,2.5457229858704697e-33,1.3497367884988588e-33,1.0332736224964304e-33,1.4328322770024242e-33,9.578413630855299e-34,1.5851570766194564e-33,2.0727152070120144e-33,8.049171094892844e-34,9.967701800781778e-34,1.8989558189652565e-33,1.3235757209283743e-33,1.3631386958167938e-33,1.9410992466658695e-33,1.1871448558008668e-33,1.1282464646729467e-33,1.1824416299920656e-33,1.514914715302258e-33,1.9359161454913134e-33,1.6661290157646136e-33,1.3624725286113698e-33,2.076641801163361e-33,1.451404998747042e-33,1.1391288892922723e-33,1.089596432573216e-33,1.2535437099879579e-33,1.2484065501931914e-33,2.2497799025612427e-33,1.842699834931337e-33,1.0511357311882021e-33,1.9413262049583407e-33,1.4247719600634748e-33,3.763899575043255e-33,2.8160765457619464e-33,1.970250733016964e-33,1.731266967424734e-33,1.8510237875389416e-33,1.4549190697847258e-33,2.4554645295282123e-33,1.7976173878012537e-33,1.239906299177385e-33,1.3219074565919367e-33,2.9576855979217772e-33,1.591553566526507e-33,2.3087378184536104e-33,1.711413618163809e-33,2.0025033828698235e-33,1.7875875060176184e-33,1.894443157670562e-33,1.8089235759165485e-33,2.6832141248783e-33
2018,Derecho,70656453001.98996,37813596978.24871,1.0776141410197952,108.3763996589964,4384977940.901984,0.2771583093733158,0.0652397839356668,0.3014767097255383,0.1826322512985132,0.2354155057801477,0.2869965005772944,0.1054592798715842,0.5351754209510593,1,0,-1,63,63,3.6362502412981965e-33,1.8579014949447166e-33,2.1491633447858246e-33,2.394021500041353e-33,1.9236823009928335e-33,2.7152728933480013e-33,2.0931761450819784e-33,1.0855563658892378e-33,1.0999173567169959e-33,4.5378647434929334e-33,5.12256912663871e-33,2.222572550381984e-33,1.1317008676768245e-33,9.80498426642094e-34,3.791362272222101e-33,1.25015452190965e-33,1.742328946045224e-33,7.517336194858048e-34,1.200864070597093e-33,7.89820673747554e-34,9.664272793604915e-34,1.6859488283667072e-33,1.4358712603956134e-33,9.65290898977419e-34,1.5510405844787077e-33,1.6455410766590336e-33,1.5507156499829608e-33,1.1699974174100974e-33,1.4261605079761718e-33,1.970250733016964e-33,1.1414591236608496e-33,1.3693728418395066e-33,1.437793589597284e-33,2.5634997964872324e-33,9.791543093988626e-34,2.0665227977152277e-33,2.573702735593961e-33,9.584249989714913e-34,1.2802589610571003e-33,2.2055247008384267e-33,1.581968471956443e-33,1.3387319985428357e-33,2.0405506214043997e-33,1.638263176837927e-33,1.730572375428429e-33,1.2626448154179876e-33,9.993642960233629e-34,2.041879438240321e-33,1.4442672677557863e-33,1.2609534032988152e-33,3.665431026895751e-33,1.731572871287737e-33,1.7144549895404978e-33,1.3938175898822366e-33,1.0048852102959061e-33,1.9714861728480397e-33,3.761987998176045e-33,4.672798395011267e-33,9.06750705413762e-34,2.4081151644692685e-33,1.2859965425412204e-33,1.6484726956188654e-33,4.1053450406533676e-33,1.0,1.505899533881936e-33,2.0460554694824275e-33,1.36649684623435e-33,2.6483034520918187e-33,1.4575226712006904e-33,2.0612389967812496e-33,1.7916267674042205e-33,1.9215727483476034e-33,2.2731622579440327e-33,2.1565582844760143e-33,2.407595670119981e-33,2.1118310676930295e-33,1.88779978678774e-33,1.4356623981713324e-33,4.502288750581494e-33,4.077514756692552e-33
2019,Derecho,75070147574.88701,43114387437.6935,1.584289174876964,117.74825560584247,6007720923.849249,0.3330335332677542,0.0889780722325152,0.1264801260626399,0.1560507293328628,0.246472641446685,0.3782723195794628,0.0725342847680438,0.5743213358503697,0,0,-1,39,39,4.016199299491441e-33,4.6536449367596886e-33,1.6565380754801465e-33,3.7024730023670305e-33,1.824585037386038e-33,4.3839868192593964e-33,2.0888722844046264e-33,1.5002602479397688e-33,1.3403478251986936e-33,1.9905155196444656e-33,1.646087585914227e-33,2.358734117375018e-33,1.2212663678995796e-33,1.5350410515086679e-33,1.3938051447703769e-33,1.117840065297869e-33,2.6790417067158456e-33,1.185129549281872e-33,1.632741323799187e-33,1.2041406082712286e-33,2.571658027882734e-33,1.3625148174705352e-33,1.5773222851414267e-33,1.603497962724867e-33,3.0512577624372407e-33,2.5701569314122134e-33,2.4691819907162328e-33,1.732119119407999e-33,1.3682648959826209e-33,1.8989558189652565e-33,1.2325949117364736e-33,1.4158772743532648e-33,1.5231527703598353e-33,2.3301266548540183e-33,1.2068670891188916e-33,2.1764740804465947e-33,2.0056514663014562e-33,1.0920289561118982e-33,1.5790286566925924e-33,1.0,1.7285423867746775e-33,1.5515825434351277e-33,3.5863441821904386e-33,1.7607437174404234e-33,3.0766083280891675e-33,1.9746117331708344e-33,1.1745702474736551e-33,1.7823281817565983e-33,1.5531918466363998e-33,2.14005068879006e-33,2.1930808750045886e-33,3.6307116050623896e-33,1.5362454955789743e-33,1.6518066092527243e-33,1.400395441003032e-33,1.7840694781736784e-33,3.46621575189138e-33,2.0434659990249526e-33,1.1271354886689917e-33,2.1912256030765445e-33,1.1180062270315613e-33,3.3604153392306004e-33,4.2867421627055595e-33,2.2055247008384267e-33,2.1343605723917303e-33,2.7565259213300844e-33,1.262954913031305e-33,2.663931151935427e-33,1.671843977321147e-33,1.7197470621262035e-33,2.001620031514812e-33,3.3528103631734634e-33,2.2587591056649966e-33,1.6815942963051673e-33,1.9156168064869323e-33,4.658694918635773e-33,3.772247498576129e-33,1.4745235609927048e-33,4.9621591759721266e-33,4.2737911127870164e-33
