frecuencia_uso_ia,uso_para_codigo,uso_para_teoria,dependencia_ia,promedio_acumulado,nota_algoritmos,nota_bases_datos,horas_estudio_semana,aprendizaje_activo,proyectos_personales,preparacion_laboral
A_veces,1,1,Alta,3.078659113042724,3.904766306900229,3.0387993962463984,16.80439618685987,Bajo,0,0
Nunca,0,1,Alta,3.4281028259829087,2.376656412687751,3.820052886753717,13.537091274042073,Medio,0,0
Frecuente,1,1,Media,3.285475626093806,3.6314283529891824,3.177764159343194,2.441837076217876,Bajo,0,0
A_veces,1,0,Baja,4.416785688570607,4.118556838167067,4.162148061642505,19.16446294852424,Alto,1,1
Frecuente,0,1,Alta,4.217483601254385,3.8059331731469213,3.6354091188445654,22.29594705316013,Bajo,0,0
Nunca,1,1,Baja,3.628309406143386,3.4636994905151157,4.0818727540921165,16.12113381612737,Bajo,0,0
A_veces,0,1,Baja,4.716727787296656,3.879337821574627,3.9286755494135197,26.247398619289104,Medio,1,1
A_veces,0,0,Baja,5.0,4.441851219002102,4.657235234142738,25.40088696845397,Alto,1,1
Nunca,0,1,Alta,3.9409548570365573,3.1880582498324035,3.05672193450166,18.927061947966376,Bajo,0,0
A_veces,1,1,Alta,3.3505461252932878,4.204742500231538,3.565456306974175,2.0,Medio,0,1
Nunca,1,1,Baja,4.240157508511497,4.42816093172632,5.0,23.568060640545475,Alto,1,1
Nunca,0,0,Baja,3.514280556554729,3.1973876789682056,3.1509967967187658,3.2323677204750223,Bajo,0,0
Nunca,1,1,Baja,4.808398107658796,4.841139789528587,3.534095738516756,26.588783758810965,Alto,1,0
Frecuente,1,1,Baja,4.605248162383533,4.354169702008424,4.7532946551982675,19.304482693484175,Alto,1,1
Frecuente,0,1,Baja,4.098941481783437,4.255843061857137,3.860238797187683,32.03926835737054,Alto,1,1
Frecuente,0,1,Media,4.194724076102677,3.9225698886201044,4.213899966408663,19.60329654488247,Alto,1,1
A_veces,1,1,Baja,4.562696906037196,4.4789694763779515,4.5515562195114985,23.827012876615136,Alto,1,1
Nunca,0,0,Media,4.091997469604917,4.798432368633645,3.9707579739027,27.29443079176292,Alto,1,1
Frecuente,0,1,Alta,3.696771150935613,3.882342243190105,3.512703435125877,2.0,Bajo,0,0
A_veces,1,1,Media,3.7441785382528083,2.7498517461772747,3.9849460158258734,7.474693235491605,Bajo,0,0
Frecuente,1,1,Media,4.201565958910627,4.688463615774362,4.824356995298926,19.38601552692286,Medio,1,1
Nunca,0,0,Baja,3.8935675616074357,4.844571898195516,4.16054536518134,28.876601310655754,Alto,1,1
A_veces,0,0,Media,2.695582658010727,3.0222751008073607,3.7079263203986894,16.432731266950064,Medio,0,0
A_veces,0,0,Alta,3.363183701852063,3.500176067332977,3.803271604064953,17.748121222241522,Bajo,0,1
Frecuente,0,0,Media,2.9880844633505577,4.111010568049024,3.5855774624304924,6.272063008008805,Bajo,0,1
Frecuente,1,0,Baja,4.120409006261909,4.564186634492091,3.612160567062446,28.839368197422626,Alto,1,1
Nunca,0,1,Baja,4.422993981119697,4.963458223370955,4.95835323110785,21.214265541797886,Alto,1,1
A_veces,0,1,Alta,4.022400524255256,3.1267817368504316,3.4892534566559856,6.279127736570148,Medio,0,1
A_veces,1,1,Alta,3.2810434902225123,3.8879002627282646,3.340059342071878,16.362574195954895,Bajo,0,0
Frecuente,0,0,Media,3.3560474287586404,2.5243275923425452,3.223136628437006,13.908163308892487,Bajo,0,1
A_veces,0,0,Alta,3.6211609139535015,3.7457447891298226,3.7499956969014727,4.389504082790436,Medio,0,0
Frecuente,1,1,Alta,3.8933793043424174,3.253816146225696,4.3429160555619015,13.897807274239888,Medio,0,0
Frecuente,1,1,Baja,4.175904572392115,3.788544522561647,3.949172914426963,23.81765593457801,Alto,1,1
Frecuente,1,0,Media,3.4994306826945953,3.48644320781766,3.2770385462727543,9.412252889177704,Bajo,0,0
Nunca,0,1,Media,4.25076232228048,4.698309386133897,4.765368367566977,28.60929151365368,Alto,1,1
A_veces,1,1,Baja,3.68282002977905,3.0291147223767667,3.840726451905071,16.46918332635251,Bajo,0,0
Nunca,1,0,Media,4.399253871491261,4.6031389804902645,5.0,22.628025065873324,Alto,1,1
A_veces,1,1,Alta,3.283523436032551,3.637078907676666,3.7750525930183807,12.910518174547919,Bajo,0,0
A_veces,1,0,Baja,4.697140743701507,3.9162687377839647,4.037569527834739,23.325663704489642,Alto,1,0
A_veces,1,0,Baja,4.453195231734124,4.7226606401633715,4.03388825120594,19.521320421495425,Alto,1,1
Nunca,0,0,Alta,3.555640010896491,3.299232571648137,3.773615509021214,17.65301889322184,Bajo,0,0
